Sr No	Rating Symbol	Make	Model	Type	Year	CC	MSRP	Eff Date	Rn Date
1	3 WHEEL CYCLE	THE TRIKE SHOP	ROADHAWK	MC	2006	1835	1	1-Jan-00	1-Jan-00
2	3-W	BOMBARDIER	SPYDER	MC	2008	990	1	1-Jan-00	1-Jan-00
3	3-W	BOSS HOSS	BHC 9 LS3 TRIKE	MC	2010	6200	1	1-Jan-00	1-Jan-00
4	3-W	BOSS HOSS	BHC-9 LS4 TRIKE	MC	2013	6200	1	1-Jan-00	1-Jan-00
5	3-W	BOSS HOSS	BHC-9LS445	MC	2014	6200	1	1-Jan-00	1-Jan-00
6	3-W	CAMPAGNA	T REX	MC	2001	1100	1	1-Jan-00	1-Jan-00
7	3-W	CAMPAGNA	T REX	MC	2002	1100	1	1-Jan-00	1-Jan-00
8	3-W	CAMPAGNA	T REX	MC	2003	1200	1	1-Jan-00	1-Jan-00
9	3-W	CAMPAGNA	T REX	MC	2004	1200	1	1-Jan-00	1-Jan-00
10	3-W	CAMPAGNA	T REX	MC	2005	1200	1	1-Jan-00	1-Jan-00
11	3-W	CAMPAGNA	T REX	MC	2006	1200	1	1-Jan-00	1-Jan-00
12	3-W	CAMPAGNA	T REX	MC	2007	1400	1	1-Jan-00	1-Jan-00
13	3-W	CAMPAGNA	T REX	MC	2010	1400	1	1-Jan-00	1-Jan-00
14	3-W	CAMPAGNA	T REX TR	MC	2003	1750	1	1-Jan-00	1-Jan-00
15	3-W	CAMPAGNA	T-REX	MC	2011	1400	1	1-Jan-00	1-Jan-00
16	3-W	CAMPAGNA	T-REX	MC	2012	1400	1	1-Jan-00	1-Jan-00
17	3-W	CAMPAGNA	V13R	MC	2011	1250	1	1-Jan-00	1-Jan-00
18	3-W	CAMPAGNA	V13R	MC	2014	1250	1	1-Jan-00	1-Jan-00
19	3-W	CAN AM	SPYDER	MC	2009	990	1	1-Jan-00	1-Jan-00
20	3-W	CAN AM	SPYDER	MC	2010	998	1	1-Jan-00	1-Jan-00
21	3-W	CAN AM	SPYDER GS	MC	2011	998	1	1-Jan-00	1-Jan-00
22	3-W	CAN AM	SPYDER ROADSTER RT LTD	MC	2011	998	1	1-Jan-00	1-Jan-00
23	3-W	CAN AM	SPYDER RS SES	MC	2012	998	1	1-Jan-00	1-Jan-00
24	3-W	CAN AM	SPYDER RSS	MC	2014	998	1	1-Jan-00	1-Jan-00
25	3-W	CAN-AM	SPYDER GS	MC	2008	998	1	1-Jan-00	1-Jan-00
26	3-W	CAN-AM	SPYDER GS	MC	2009	998	1	1-Jan-00	1-Jan-00
27	3-W	CAN-AM	SPYDER GS SE5	MC	2008	998	1	1-Jan-00	1-Jan-00
28	3-W	CAN-AM	SPYDER ROADSTER RT-S	MC	2012	998	1	1-Jan-00	1-Jan-00
29	3-W	CAN-AM	SPYDER RS S SE5	MC	2012	998	1	1-Jan-00	1-Jan-00
30	3-W	CAN-AM	SPYDER RS SM5	MC	2011	998	1	1-Jan-00	1-Jan-00
31	3-W	CAN-AM	SPYDER RS SM5	MC	2014	998	1	1-Jan-00	1-Jan-00
32	3-W	CAN-AM	SPYDER RS-S	MC	2014	998	1	1-Jan-00	1-Jan-00
33	3-W	CAN-AM	SPYDER RS-S SE5	MC	2011	998	1	1-Jan-00	1-Jan-00
34	3-W	CAN-AM	SPYDER RS-S SE5	MC	2013	998	1	1-Jan-00	1-Jan-00
35	3-W	CAN-AM	SPYDER RSS	MC	2011	998	1	1-Jan-00	1-Jan-00
36	3-W	CAN-AM	SPYDER RT	MC	2013	998	1	1-Jan-00	1-Jan-00
37	3-W	CAN-AM	SPYDER RT	MC	2014	998	1	1-Jan-00	1-Jan-00
38	3-W	CAN-AM	SPYDER RT	MC	2014	1330	1	1-Jan-00	1-Jan-00
39	3-W	CAN-AM	SPYDER RT LIMITED	MC	2014	998	1	1-Jan-00	1-Jan-00
40	3-W	CAN-AM	SPYDER RT LIMITED	MC	2014	1330	1	1-Jan-00	1-Jan-00
41	3-W	CAN-AM	SPYDER RT LIMITED	MC	2015	1330	1	1-Jan-00	1-Jan-00
42	3-W	CAN-AM	SPYDER RT S	MC	2014	998	1	1-Jan-00	1-Jan-00
43	3-W	CAN-AM	SPYDER RT S SE5	MC	2012	998	1	1-Jan-00	1-Jan-00
44	3-W	CAN-AM	SPYDER RT SE5 LIMITED	MC	2013	998	1	1-Jan-00	1-Jan-00
45	3-W	CAN-AM	SPYDER RT SE6 LIMITED	MC	2014	998	1	1-Jan-00	1-Jan-00
46	3-W	CAN-AM	SPYDER RT SES LIMITED	MC	2012	998	1	1-Jan-00	1-Jan-00
47	3-W	CAN-AM	SPYDER RT SSE	MC	2012	998	1	1-Jan-00	1-Jan-00
48	3-W	CAN-AM	SPYDER RT-S	MC	2014	1330	1	1-Jan-00	1-Jan-00
49	3-W	CAN-AM	SPYDER RT-S SE5	MC	2011	998	1	1-Jan-00	1-Jan-00
50	3-W	CAN-AM	SPYDER RT-S SE6	MC	2014	998	1	1-Jan-00	1-Jan-00
51	3-W	CAN-AM	SPYDER RT-S SM5	MC	2012	998	1	1-Jan-00	1-Jan-00
52	3-W	CAN-AM	SPYDER RT-SE6	MC	2014	1330	1	1-Jan-00	1-Jan-00
53	3-W	CAN-AM	SPYDER ST LIMITED	MC	2013	998	1	1-Jan-00	1-Jan-00
54	3-W	CAN-AM	SPYDER ST S SE5	MC	2013	998	1	1-Jan-00	1-Jan-00
55	3-W	CAN-AM	ST LIMITED	MC	2014	998	1	1-Jan-00	1-Jan-00
56	3-W	CUSTOM	TRIKE	MC	1976	1300	1	1-Jan-00	1-Jan-00
57	3-W	HARLEY-DAVIDSON	FLHTCUTG	MC	2015	1687	1	1-Jan-00	1-Jan-00
58	3-W	HARLEY-DAVIDSON	FLHTCUTG TRIGLIDE	MC	2014	1687	1	1-Jan-00	1-Jan-00
59	3-W	HARLEY-DAVIDSON	FLHTCUTG TRIGLIDE UL CL ANN	MC	2013	1687	1	1-Jan-00	1-Jan-00
60	3-W	HARLEY-DAVIDSON	FLHTCUTG TRIGLIDE UL CLSC	MC	2013	1687	1	1-Jan-00	1-Jan-00
61	3-W	HARLEY-DAVIDSON	FLHTUCTG	MC	2014	1687	1	1-Jan-00	1-Jan-00
62	3-W	HARLEY-DAVIDSON	FLHXXX	MC	2012	1687	1	1-Jan-00	1-Jan-00
63	3-W	HONDA	SHADOW 750 TRIKE	MC	2007	750	1	1-Jan-00	1-Jan-00
64	3-W	KANDI USA	KD 250MD	MC	2012	250	1	1-Jan-00	1-Jan-00
65	3-W	NOVA TRIKES	NOVA	MC	2002	1600	1	1-Jan-00	1-Jan-00
66	3-W	RIDLEY	AUTO GLIDE TRIKE	MC	2008	738	1	1-Jan-00	1-Jan-00
67	3-W	SANTIAGO CHOPPER	FERRARI TRIKE (CUSTOM)	MC	2006	2127	1	1-Jan-00	1-Jan-00
68	3-W	SPYDER	RT S SE5	MC	2012	998	1	1-Jan-00	1-Jan-00
69	3-W	SPYDER RSS	CAN AM	MC	2011	998	1	1-Jan-00	1-Jan-00
70	3-W	SS TRIKE	117XA	MC	2011	1915	1	1-Jan-00	1-Jan-00
71	3-W	THOROUGHBRED	STALLION	MC	2007	2300	1	1-Jan-00	1-Jan-00
72	3-W	THOROUGHBRED	STALLION	MC	2008	2300	1	1-Jan-00	1-Jan-00
73	3-W	THOROUGHBRED	STALLION	MC	2010	2300	1	1-Jan-00	1-Jan-00
74	3-W	THOROUGHBRED	STALLION	MC	2011	2300	1	1-Jan-00	1-Jan-00
75	3-W	THOROUGHBRED	STALLION	MC	2013	2300	1	1-Jan-00	1-Jan-00
76	3-W	V8 CHOPPERS	BT5800	MC	2010	5800	1	1-Jan-00	1-Jan-00
77	3-W	V8 CHOPPERS	HRE X	MC	2013	6997	1	1-Jan-00	1-Jan-00
78	3-W	V8 CHOPPERS	HRE X	MC	2014	6997	1	1-Jan-00	1-Jan-00
79	3-WHEELER	INDPENDENT	SOFTAIL	MC	2004	1850	0	1-Jan-00	1-Jan-00
80	3W	PIAGGIO	MP3	MC	2008	500	1	1-Jan-00	1-Jan-00
81	4 WHEEL	POLARIS	OUTLAW 90	MC	2009	89	1	1-Jan-00	1-Jan-00
82	4 WHEEL ATV	HONDA	TRX350FM5	MC	2005	329	0	1-Jan-00	1-Jan-00
83	4 WHEEL ATV	HONDA	TRX450ES1 FOREMAN ES	MC	2001	433	0	1-Jan-00	1-Jan-00
84	4 WHEEL ATV	SUZUKI	LT-F400K4 2X4 EIGER	MC	2005	376	0	1-Jan-00	1-Jan-00
85	4 WHEEL ATV	TIMBERWOLVE	YFB350FK	MC	1998	350	0	1-Jan-00	1-Jan-00
86	4 WHEEL ATV	YAMAHA	YFM4FAT	MC	2005	401	0	1-Jan-00	1-Jan-00
87	4 WHEELER	KAWASAKI	KSV700	MC	2005	697	0	1-Jan-00	1-Jan-00
88	4 WHEELER	SUZUKI	LT-A500FK5	MC	2005	493	0	1-Jan-00	1-Jan-00
89	4 WHEELER	SUZUKI	LTA700	MC	2005	700	0	1-Jan-00	1-Jan-00
90	4 WHEELER	YAMAHA	YXR	MC	2005	660	0	1-Jan-00	1-Jan-00
91	4-W	AKUMA	150	MC	2005	150	1	1-Jan-00	1-Jan-00
92	4-W	ARCTIC CAT	2X4 150 AUTO	MC	2012	149	1	1-Jan-00	1-Jan-00
93	4-W	ARCTIC CAT	2X4 250	MC	2002	246	1	1-Jan-00	1-Jan-00
94	4-W	ARCTIC CAT	2X4 300	MC	2011	270	1	1-Jan-00	1-Jan-00
95	4-W	ARCTIC CAT	2X4 300	MC	2013	270	1	1-Jan-00	1-Jan-00
96	4-W	ARCTIC CAT	2X4 XC 450 I	MC	2012	443	1	1-Jan-00	1-Jan-00
97	4-W	ARCTIC CAT	2X4-250	MC	2000	246	1	1-Jan-00	1-Jan-00
98	4-W	ARCTIC CAT	300 2X4	MC	2011	270	1	1-Jan-00	1-Jan-00
99	4-W	ARCTIC CAT	300 2X4	MC	2012	270	1	1-Jan-00	1-Jan-00
100	4-W	ARCTIC CAT	350 4X4	MC	2011	366	1	1-Jan-00	1-Jan-00
101	4-W	ARCTIC CAT	350 4X4 AUTO	MC	2012	366	1	1-Jan-00	1-Jan-00
102	4-W	ARCTIC CAT	400 4X4	MC	2014	366	1	1-Jan-00	1-Jan-00
103	4-W	ARCTIC CAT	400 DVX	MC	2007	398	1	1-Jan-00	1-Jan-00
104	4-W	ARCTIC CAT	425 AUTO SE 4X4	MC	2012	443	1	1-Jan-00	1-Jan-00
105	4-W	ARCTIC CAT	4X4 250	MC	2002	246	1	1-Jan-00	1-Jan-00
106	4-W	ARCTIC CAT	4X4 300	MC	2000	280	1	1-Jan-00	1-Jan-00
107	4-W	ARCTIC CAT	4X4 350	MC	2011	366	1	1-Jan-00	1-Jan-00
108	4-W	ARCTIC CAT	4X4 366	MC	2008	366	1	1-Jan-00	1-Jan-00
109	4-W	ARCTIC CAT	4X4 366	MC	2009	366	1	1-Jan-00	1-Jan-00
110	4-W	ARCTIC CAT	4X4 400	MC	2006	376	1	1-Jan-00	1-Jan-00
111	4-W	ARCTIC CAT	4X4 400 AUTO	MC	2007	376	1	1-Jan-00	1-Jan-00
112	4-W	ARCTIC CAT	4X4 450 AUTO EFI	MC	2012	443	1	1-Jan-00	1-Jan-00
113	4-W	ARCTIC CAT	4X4 450 AUTO TRV	MC	2011	443	1	1-Jan-00	1-Jan-00
114	4-W	ARCTIC CAT	4X4 450 EFI	MC	2013	443	1	1-Jan-00	1-Jan-00
115	4-W	ARCTIC CAT	4X4 500	MC	2005	493	0	1-Jan-00	1-Jan-00
116	4-W	ARCTIC CAT	4X4 500	MC	2006	493	1	1-Jan-00	1-Jan-00
117	4-W	ARCTIC CAT	4X4 700 AUTO EFI	MC	2006	695	1	1-Jan-00	1-Jan-00
118	4-W	ARCTIC CAT	4X4 700 AUTO EFI	MC	2008	695	1	1-Jan-00	1-Jan-00
119	4-W	ARCTIC CAT	4X4 700 AUTO EFI	MC	2009	695	1	1-Jan-00	1-Jan-00
120	4-W	ARCTIC CAT	4X4 700 LTD	MC	2013	695	1	1-Jan-00	1-Jan-00
121	4-W	ARCTIC CAT	4X4 AUTO	MC	2005	376	1	1-Jan-00	1-Jan-00
122	4-W	ARCTIC CAT	4X4 MUDPRO AUTO H1	MC	2010	641	1	1-Jan-00	1-Jan-00
123	4-W	ARCTIC CAT	500	MC	2014	443	1	1-Jan-00	1-Jan-00
124	4-W	ARCTIC CAT	650 AUTO H1 TRV	MC	2008	641	1	1-Jan-00	1-Jan-00
125	4-W	ARCTIC CAT	650 TBX	MC	2007	641	1	1-Jan-00	1-Jan-00
126	4-W	ARCTIC CAT	700 PWR STEERING LTD	MC	2011	695	1	1-Jan-00	1-Jan-00
127	4-W	ARCTIC CAT	90 4S AUTO	MC	2005	81	1	1-Jan-00	1-Jan-00
128	4-W	ARCTIC CAT	90 AUTO	MC	2003	89	1	1-Jan-00	1-Jan-00
129	4-W	ARCTIC CAT	DVX 300 AUTO	MC	2011	270	1	1-Jan-00	1-Jan-00
130	4-W	ARCTIC CAT	DVX 300 AUTO	MC	2012	270	1	1-Jan-00	1-Jan-00
131	4-W	ARCTIC CAT	DVX 90	MC	2007	90	1	1-Jan-00	1-Jan-00
132	4-W	ARCTIC CAT	DVX250	MC	2007	249	1	1-Jan-00	1-Jan-00
133	4-W	ARCTIC CAT	THUNDERCAT 1000 H2	MC	2008	950	1	1-Jan-00	1-Jan-00
134	4-W	ARCTIC CAT	THUNDERCAT 1000 H2	MC	2009	951	1	1-Jan-00	1-Jan-00
135	4-W	ARCTIC CAT	TRV400	MC	2010	400	1	1-Jan-00	1-Jan-00
136	4-W	ARTIC CAT	AUTO650	MC	2006	650	0	1-Jan-00	1-Jan-00
137	4-W	BAJA	BAJA 90	MC	2007	90	1	1-Jan-00	1-Jan-00
138	4-W	BAJA MOTORSPORTS	BAJA 90	MC	2006	90	1	1-Jan-00	1-Jan-00
139	4-W	BAJA MOTORSPORTS	STR125	MC	2006	125	1	1-Jan-00	1-Jan-00
140	4-W	BAJA MOTORSPORTS	WILDERNESS 90U	MC	2006	90	1	1-Jan-00	1-Jan-00
141	4-W	BMX	318 FULL SIZE	MC	2007	110	1	1-Jan-00	1-Jan-00
142	4-W	BOMBADIER	OUTLANDER-MAX XT400	MC	2005	400	0	1-Jan-00	1-Jan-00
143	4-W	BOMBARDIER	DS 250	MC	2007	250	1	1-Jan-00	1-Jan-00
144	4-W	BOMBARDIER	DS 650	MC	2005	653	0	1-Jan-00	1-Jan-00
145	4-W	BOMBARDIER	DS 90	MC	2006	90	1	1-Jan-00	1-Jan-00
146	4-W	BOMBARDIER	DS250	MC	2006	249	0	1-Jan-00	1-Jan-00
147	4-W	BOMBARDIER	DS50	MC	2006	49	1	1-Jan-00	1-Jan-00
148	4-W	BOMBARDIER	OUTLANDER	MC	2006	650	0	1-Jan-00	1-Jan-00
149	4-W	BOMBARDIER	OUTLANDER 400	MC	2007	400	0	1-Jan-00	1-Jan-00
150	4-W	BOMBARDIER	OUTLANDER 400 4X4 XT	MC	2005	400	1	1-Jan-00	1-Jan-00
151	4-W	BOMBARDIER	OUTLANDER 500	MC	2007	500	1	1-Jan-00	1-Jan-00
152	4-W	BOMBARDIER	OUTLANDER 800 4X4 XT	MC	2007	800	1	1-Jan-00	1-Jan-00
153	4-W	BOMBARDIER	OUTLANDER MAX 800 LTD	MC	2007	800	1	1-Jan-00	1-Jan-00
154	4-W	BOMBARDIER	OUTLANDER MAX 800 XT	MC	2008	800	1	1-Jan-00	1-Jan-00
155	4-W	BOMBARDIER	OUTLANDER MAX XT400R	MC	2006	400	0	1-Jan-00	1-Jan-00
156	4-W	BOMBARDIER	OUTLANDER MAXX	MC	2006	799	0	1-Jan-00	1-Jan-00
157	4-W	BOMBARDIER	RALLY 200 2X4	MC	2005	175	1	1-Jan-00	1-Jan-00
158	4-W	BOMBARDIER	RENEGADE 800	MC	2007	800	1	1-Jan-00	1-Jan-00
159	4-W	BOMBARDIER	RENEGADE 800	MC	2008	800	1	1-Jan-00	1-Jan-00
160	4-W	CAN AM	DS 250	MC	2011	250	1	1-Jan-00	1-Jan-00
161	4-W	CAN AM	DS 450	MC	2008	450	1	1-Jan-00	1-Jan-00
162	4-W	CAN AM	DS 450	MC	2011	450	1	1-Jan-00	1-Jan-00
163	4-W	CAN AM	DS 450 X	MC	2011	450	1	1-Jan-00	1-Jan-00
164	4-W	CAN AM	DS 450 XMX	MC	2011	450	1	1-Jan-00	1-Jan-00
165	4-W	CAN AM	DS 70	MC	2011	70	1	1-Jan-00	1-Jan-00
166	4-W	CAN AM	DS 90	MC	2011	90	1	1-Jan-00	1-Jan-00
167	4-W	CAN AM	DS 90 X	MC	2011	90	1	1-Jan-00	1-Jan-00
168	4-W	CAN AM	OTLANDER MAX 800XT	MC	2007	800	1	1-Jan-00	1-Jan-00
169	4-W	CAN AM	OUTLANDER 400 4X4	MC	2011	400	1	1-Jan-00	1-Jan-00
170	4-W	CAN AM	OUTLANDER 500	MC	2014	500	1	1-Jan-00	1-Jan-00
171	4-W	CAN AM	OUTLANDER 500 DPS	MC	2014	500	1	1-Jan-00	1-Jan-00
172	4-W	CAN AM	OUTLANDER 500XT CAM	MC	2011	500	1	1-Jan-00	1-Jan-00
173	4-W	CAN AM	OUTLANDER 800	MC	2011	800	1	1-Jan-00	1-Jan-00
174	4-W	CAN AM	OUTLANDER 800 4X4	MC	2010	800	1	1-Jan-00	1-Jan-00
175	4-W	CAN AM	OUTLANDER 800 MAX	MC	2011	800	1	1-Jan-00	1-Jan-00
176	4-W	CAN AM	OUTLANDER MAX 400	MC	2011	400	1	1-Jan-00	1-Jan-00
177	4-W	CAN AM	OUTLANDER MAX 400 XT	MC	2011	400	1	1-Jan-00	1-Jan-00
178	4-W	CAN AM	OUTLANDER MAX 500	MC	2011	500	1	1-Jan-00	1-Jan-00
179	4-W	CAN AM	OUTLANDER MAX 500XT	MC	2011	500	1	1-Jan-00	1-Jan-00
180	4-W	CAN AM	OUTLANDER MAX 650	MC	2011	650	1	1-Jan-00	1-Jan-00
181	4-W	CAN AM	OUTLANDER MAX 650 XT	MC	2009	650	1	1-Jan-00	1-Jan-00
182	4-W	CAN AM	OUTLANDER MAX 650 XT	MC	2011	650	1	1-Jan-00	1-Jan-00
183	4-W	CAN AM	OUTLANDER MAX 800	MC	2009	800	1	1-Jan-00	1-Jan-00
184	4-W	CAN AM	RALLY 200	MC	2007	176	1	1-Jan-00	1-Jan-00
185	4-W	CAN AM	RENEGADE 1000	MC	2012	976	1	1-Jan-00	1-Jan-00
186	4-W	CAN AM	RENEGADE 500	MC	2009	500	1	1-Jan-00	1-Jan-00
187	4-W	CAN AM	RENEGADE 500	MC	2011	500	1	1-Jan-00	1-Jan-00
188	4-W	CAN AM	RENEGADE 800	MC	2011	800	1	1-Jan-00	1-Jan-00
189	4-W	CAN AM	RENEGADE X	MC	2011	800	1	1-Jan-00	1-Jan-00
190	4-W	CAN-AM	DS 250	MC	2009	250	1	1-Jan-00	1-Jan-00
191	4-W	CAN-AM	DS 250	MC	2010	250	1	1-Jan-00	1-Jan-00
192	4-W	CAN-AM	DS 250	MC	2012	250	1	1-Jan-00	1-Jan-00
193	4-W	CAN-AM	DS 250	MC	2014	250	1	1-Jan-00	1-Jan-00
194	4-W	CAN-AM	DS 70	MC	2009	70	1	1-Jan-00	1-Jan-00
195	4-W	CAN-AM	DS 90	MC	2008	90	1	1-Jan-00	1-Jan-00
196	4-W	CAN-AM	DS 90	MC	2012	90	1	1-Jan-00	1-Jan-00
197	4-W	CAN-AM	DS 90	MC	2013	90	1	1-Jan-00	1-Jan-00
198	4-W	CAN-AM	DS250	MC	2008	250	1	1-Jan-00	1-Jan-00
199	4-W	CAN-AM	DS450 X MX	MC	2014	450	1	1-Jan-00	1-Jan-00
200	4-W	CAN-AM	OUTLAMDER 500 DPS	MC	2013	499	1	1-Jan-00	1-Jan-00
201	4-W	CAN-AM	OUTLANDER 1000	MC	2012	976	1	1-Jan-00	1-Jan-00
202	4-W	CAN-AM	OUTLANDER 1000 XT	MC	2014	976	1	1-Jan-00	1-Jan-00
203	4-W	CAN-AM	OUTLANDER 1000 XT	MC	2015	976	1	1-Jan-00	1-Jan-00
204	4-W	CAN-AM	OUTLANDER 400	MC	2012	400	1	1-Jan-00	1-Jan-00
205	4-W	CAN-AM	OUTLANDER 400	MC	2012	400	1	1-Jan-00	1-Jan-00
206	4-W	CAN-AM	OUTLANDER 400	MC	2013	400	1	1-Jan-00	1-Jan-00
207	4-W	CAN-AM	OUTLANDER 400 4X4 XT	MC	2008	400	1	1-Jan-00	1-Jan-00
208	4-W	CAN-AM	OUTLANDER 400 4X4 XT	MC	2009	400	1	1-Jan-00	1-Jan-00
209	4-W	CAN-AM	OUTLANDER 400 4X4 XT	MC	2010	400	1	1-Jan-00	1-Jan-00
210	4-W	CAN-AM	OUTLANDER 400XT	MC	2014	400	1	1-Jan-00	1-Jan-00
211	4-W	CAN-AM	OUTLANDER 500	MC	2012	450	1	1-Jan-00	1-Jan-00
212	4-W	CAN-AM	OUTLANDER 500 DPS	MC	2015	500	1	1-Jan-00	1-Jan-00
213	4-W	CAN-AM	OUTLANDER 500 XT	MC	2014	500	1	1-Jan-00	1-Jan-00
214	4-W	CAN-AM	OUTLANDER 650 X MR	MC	2014	650	1	1-Jan-00	1-Jan-00
215	4-W	CAN-AM	OUTLANDER 650 X MR	MC	2015	650	1	1-Jan-00	1-Jan-00
216	4-W	CAN-AM	OUTLANDER 650X	MC	2013	650	1	1-Jan-00	1-Jan-00
217	4-W	CAN-AM	OUTLANDER 6650XT	MC	2014	649	1	1-Jan-00	1-Jan-00
218	4-W	CAN-AM	OUTLANDER 800R	MC	2012	800	1	1-Jan-00	1-Jan-00
219	4-W	CAN-AM	OUTLANDER 800R XT	MC	2012	800	1	1-Jan-00	1-Jan-00
220	4-W	CAN-AM	OUTLANDER 800R XT	MC	2013	800	1	1-Jan-00	1-Jan-00
221	4-W	CAN-AM	OUTLANDER 800R XT	MC	2014	799	1	1-Jan-00	1-Jan-00
222	4-W	CAN-AM	OUTLANDER L 450	MC	2015	427	1	1-Jan-00	1-Jan-00
223	4-W	CAN-AM	OUTLANDER MAX 500	MC	2007	500	1	1-Jan-00	1-Jan-00
224	4-W	CAN-AM	OUTLANDER MAX 500	MC	2009	500	1	1-Jan-00	1-Jan-00
225	4-W	CAN-AM	OUTLANDER MAX 500XT	MC	2008	500	1	1-Jan-00	1-Jan-00
226	4-W	CAN-AM	OUTLANDER MAX 650	MC	2008	650	1	1-Jan-00	1-Jan-00
227	4-W	CAN-AM	OUTLANDER MAX 650	MC	2012	650	1	1-Jan-00	1-Jan-00
228	4-W	CAN-AM	OUTLANDER MAX 650 XT CAM	MC	2010	650	1	1-Jan-00	1-Jan-00
229	4-W	CAN-AM	OUTLANDER MAX 800	MC	2006	800	1	1-Jan-00	1-Jan-00
230	4-W	CAN-AM	OUTLANDER MAX 800R LTD	MC	2012	799	1	1-Jan-00	1-Jan-00
231	4-W	CAN-AM	OUTLANDER MAX 800R XT	MC	2012	799	1	1-Jan-00	1-Jan-00
232	4-W	CAN-AM	OUTLANDER1000	MC	2013	976	1	1-Jan-00	1-Jan-00
233	4-W	CAN-AM	RENEGADE 1000	MC	2012	976	1	1-Jan-00	1-Jan-00
234	4-W	CAN-AM	RENEGADE 1000 X XC	MC	2013	976	1	1-Jan-00	1-Jan-00
235	4-W	CAN-AM	RENEGADE 1000 X XC	MC	2014	976	1	1-Jan-00	1-Jan-00
236	4-W	CAN-AM	RENEGADE 500	MC	2008	500	1	1-Jan-00	1-Jan-00
237	4-W	CAN-AM	RENEGADE 500	MC	2010	500	1	1-Jan-00	1-Jan-00
238	4-W	CAN-AM	RENEGADE 500	MC	2012	499	1	1-Jan-00	1-Jan-00
239	4-W	CAN-AM	RENEGADE 500	MC	2014	500	1	1-Jan-00	1-Jan-00
240	4-W	CAN-AM	RENEGADE 500	MC	2015	499	1	1-Jan-00	1-Jan-00
241	4-W	CAN-AM	RENEGADE 800	MC	2008	800	1	1-Jan-00	1-Jan-00
242	4-W	CAN-AM	RENEGADE 800	MC	2010	800	1	1-Jan-00	1-Jan-00
243	4-W	CAN-AM	RENEGADE 800 X	MC	2009	800	1	1-Jan-00	1-Jan-00
244	4-W	CAN-AM	RENEGADE 800R	MC	2012	800	1	1-Jan-00	1-Jan-00
245	4-W	CAN-AM	RENEGADE 800R	MC	2013	800	1	1-Jan-00	1-Jan-00
246	4-W	CAN-AM	RENEGADE 800R	MC	2015	800	1	1-Jan-00	1-Jan-00
247	4-W	CAN-AM	RENEGADE 800R X XC	MC	2014	799	1	1-Jan-00	1-Jan-00
248	4-W	CFMOTO	CF500 2B	MC	2010	488	1	1-Jan-00	1-Jan-00
249	4-W	CFMOTO	CF500 2C	MC	2010	488	1	1-Jan-00	1-Jan-00
250	4-W	CFMOTO	CF500 B	MC	2010	488	1	1-Jan-00	1-Jan-00
251	4-W	CFMOTO	CF625 BC X6	MC	2010	594	1	1-Jan-00	1-Jan-00
252	4-W	CFMOTO	CFORCE 800	MC	2015	800	1	1-Jan-00	1-Jan-00
253	4-W	CFMOTO	X-8 EFI	MC	2013	800	1	1-Jan-00	1-Jan-00
254	4-W	CHONGQING PENGLONG MOTORCYCLES	ATV50-1	MC	2007	50	1	1-Jan-00	1-Jan-00
255	4-W	E-TON	RX4 90R VIPER	MC	2007	90	1	1-Jan-00	1-Jan-00
256	4-W	E-TON	RXL 150	MC	2009	150	1	1-Jan-00	1-Jan-00
257	4-W	E-TON	RXL 150R VIPER	MC	2007	150	1	1-Jan-00	1-Jan-00
258	4-W	E-TON	RXL 70 VIPER	MC	2007	70	1	1-Jan-00	1-Jan-00
259	4-W	E-TON	RXL-70VIPER	MC	2006	70	0	1-Jan-00	1-Jan-00
260	4-W	E-TON	RXL150	MC	2006	150	1	1-Jan-00	1-Jan-00
261	4-W	E-TON	VXL 250R	MC	2007	250	1	1-Jan-00	1-Jan-00
262	4-W	E-TON	VXL250R	MC	2006	249	1	1-Jan-00	1-Jan-00
263	4-W	ETON	RXL 90R VIPER	MC	2005	90	1	1-Jan-00	1-Jan-00
264	4-W	EXTREME	X300	MC	2005	300	1	1-Jan-00	1-Jan-00
265	4-W	HONDA	FOURTRAX RINCON	MC	2011	675	1	1-Jan-00	1-Jan-00
266	4-W	HONDA	RX420 FT RNCHR	MC	2014	420	1	1-Jan-00	1-Jan-00
267	4-W	HONDA	TRX 250 RECON	MC	2014	229	1	1-Jan-00	1-Jan-00
268	4-W	HONDA	TRX 400X	MC	2012	397	1	1-Jan-00	1-Jan-00
269	4-W	HONDA	TRX 450R	MC	2012	450	1	1-Jan-00	1-Jan-00
270	4-W	HONDA	TRX 450R	MC	2014	450	1	1-Jan-00	1-Jan-00
271	4-W	HONDA	TRX 500	MC	2014	475	1	1-Jan-00	1-Jan-00
272	4-W	HONDA	TRX 500	MC	2015	475	1	1-Jan-00	1-Jan-00
273	4-W	HONDA	TRX-680	MC	2012	675	1	1-Jan-00	1-Jan-00
274	4-W	HONDA	TRX250	MC	2005	229	1	1-Jan-00	1-Jan-00
275	4-W	HONDA	TRX250	MC	2008	229	1	1-Jan-00	1-Jan-00
276	4-W	HONDA	TRX250	MC	2012	229	1	1-Jan-00	1-Jan-00
277	4-W	HONDA	TRX250 FOURTRAX	MC	1986	246	1	1-Jan-00	1-Jan-00
278	4-W	HONDA	TRX250EX	MC	2007	229	1	1-Jan-00	1-Jan-00
279	4-W	HONDA	TRX250EX6	MC	2006	229	1	1-Jan-00	1-Jan-00
280	4-W	HONDA	TRX250TE FT RECON	MC	2013	229	1	1-Jan-00	1-Jan-00
