Sr No	Rating Symbol	Make	Model	Type	Year	CC	MSRP	Eff Date	Rn Date
17678	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1950	350	0	1-Jan-00	1-Jan-00
17679	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1951	350	0	1-Jan-00	1-Jan-00
17680	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1952	350	0	1-Jan-00	1-Jan-00
17681	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1953	350	0	1-Jan-00	1-Jan-00
17682	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1954	350	0	1-Jan-00	1-Jan-00
17683	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1955	350	0	1-Jan-00	1-Jan-00
17684	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1956	350	0	1-Jan-00	1-Jan-00
17685	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1957	350	0	1-Jan-00	1-Jan-00
17686	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1958	350	0	1-Jan-00	1-Jan-00
17687	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1959	350	0	1-Jan-00	1-Jan-00
17688	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1960	350	0	1-Jan-00	1-Jan-00
17689	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1961	350	0	1-Jan-00	1-Jan-00
17690	STANDARD	AJS	7R BOY RACER SINGLE 350CC	MC	1962	350	0	1-Jan-00	1-Jan-00
17691	STANDARD	AJS	8 LIGHTWEIGHT SINGLE 350CC	MC	1960	350	0	1-Jan-00	1-Jan-00
17692	STANDARD	AJS	8 LIGHTWEIGHT SINGLE 350CC	MC	1961	350	0	1-Jan-00	1-Jan-00
17693	STANDARD	AJS	8 LIGHTWEIGHT SINGLE 350CC	MC	1962	350	0	1-Jan-00	1-Jan-00
17694	STANDARD	AJS	E95 RACER SINGLE 500CC	MC	1952	500	0	1-Jan-00	1-Jan-00
17695	STANDARD	AJS	E95 RACER SINGLE 500CC	MC	1953	500	0	1-Jan-00	1-Jan-00
17696	STANDARD	AJS	PORCUPINE RACER SINGLE 500CC	MC	1947	500	0	1-Jan-00	1-Jan-00
17697	STANDARD	AJS	PORCUPINE RACER SINGLE 500CC	MC	1948	500	0	1-Jan-00	1-Jan-00
17698	STANDARD	AJS	PORCUPINE RACER SINGLE 500CC	MC	1949	500	0	1-Jan-00	1-Jan-00
17699	STANDARD	AJS	PORCUPINE RACER SINGLE 500CC	MC	1950	500	0	1-Jan-00	1-Jan-00
17700	STANDARD	AJS	PORCUPINE RACER SINGLE 500CC	MC	1951	500	0	1-Jan-00	1-Jan-00
17701	STANDARD	AJS	SAPPHIRE NINETY SINGLE 250CC	MC	1965	250	0	1-Jan-00	1-Jan-00
17702	STANDARD	AJS	SAPPHIRE NINETY SINGLE 250CC	MC	1966	250	0	1-Jan-00	1-Jan-00
17703	STANDARD	AJS	STORMER MODELS	MC	1972	(null)	0	1-Jan-00	1-Jan-00
17704	STANDARD	AJS	STORMER MODELS	MC	1973	(null)	0	1-Jan-00	1-Jan-00
17705	STANDARD	AJS	STORMER MODELS	MC	1974	(null)	0	1-Jan-00	1-Jan-00
17706	STANDARD	AJS	STORMER MODELS	MC	1975	(null)	0	1-Jan-00	1-Jan-00
17707	STANDARD	AJS	STORMER MODELS	MC	1976	(null)	0	1-Jan-00	1-Jan-00
17708	STANDARD	AJS	STORMER MODELS	MC	1977	(null)	0	1-Jan-00	1-Jan-00
17709	STANDARD	AJS	STORMER MODELS	MC	1978	(null)	0	1-Jan-00	1-Jan-00
17710	STANDARD	AJS	STORMER MODELS	MC	1979	(null)	0	1-Jan-00	1-Jan-00
17711	STANDARD	AJS	STORMER MODELS	MC	1980	(null)	0	1-Jan-00	1-Jan-00
17712	STANDARD	AJS	STORMER MODELS	MC	1981	(null)	0	1-Jan-00	1-Jan-00
17713	STANDARD	AJS	STORMER MODELS	MC	1982	(null)	0	1-Jan-00	1-Jan-00
17714	STANDARD	AJS	STORMER MODELS	MC	1983	(null)	0	1-Jan-00	1-Jan-00
17715	STANDARD	AJS	Y4 STORMERS 246CC	MC	1970	246	0	1-Jan-00	1-Jan-00
17716	STANDARD	AJS	Y40 STORMERS USA 246CC	MC	1970	246	0	1-Jan-00	1-Jan-00
17717	STANDARD	AJS	Y41 STORMERS	MC	1971	41	0	1-Jan-00	1-Jan-00
17718	STANDARD	AJS	Y5 STORMERS 368CC	MC	1970	368	0	1-Jan-00	1-Jan-00
17719	STANDARD	AJS	Y50 STORMERS USA 368CC	MC	1970	368	0	1-Jan-00	1-Jan-00
17720	STANDARD	AJS	Y51 STORMERS	MC	1971	51	0	1-Jan-00	1-Jan-00
17721	STANDARD	ALPHASPORTS	AT60C	MC	2004	50	0	1-Jan-00	1-Jan-00
17722	STANDARD	AMEN CHASSIS WORKS	250 GT	MC	2006	2054	1	1-Jan-00	1-Jan-00
17723	STANDARD	AMEN CHASSIS WORKS	250 SAVIOR	MC	2006	2054	1	1-Jan-00	1-Jan-00
17724	STANDARD	AMEN CHASSIS WORKS	300 MENACE	MC	2006	1272	1	1-Jan-00	1-Jan-00
17725	STANDARD	AMERICAN CLASSIC MOTORS	BOBBER 200 RIGID	MC	2013	1638	1	1-Jan-00	1-Jan-00
17726	STANDARD	AMERICAN CLASSIC MOTORS	BOBBER SOFTAIL	MC	2011	1450	1	1-Jan-00	1-Jan-00
17727	STANDARD	AMERICAN CLASSIC MOTORS	CHOPPER 250 SOFTAIL PRO STREET	MC	2011	1802	1	1-Jan-00	1-Jan-00
17728	STANDARD	AMERICAN EAGLE	SPORTMAN	MC	1970	750	0	1-Jan-00	1-Jan-00
17729	STANDARD	AMERICAN EAGLE	STMC	MC	2001	1640	0	1-Jan-00	1-Jan-00
17730	STANDARD	AMERICAN EAGLE	STMM	MC	1997	1400	0	1-Jan-00	1-Jan-00
17731	STANDARD	AMERICAN IRONHORSE	10TH ANNIV TEXAS CHOPPER	MC	2006	2034	1	1-Jan-00	1-Jan-00
17732	STANDARD	AMERICAN IRONHORSE	BANDERA	MC	2007	1640	1	1-Jan-00	1-Jan-00
17733	STANDARD	AMERICAN IRONHORSE	CLASSIC CHOP CC	MC	2007	1640	1	1-Jan-00	1-Jan-00
17734	STANDARD	AMERICAN IRONHORSE	JUDGE	MC	2007	1640	1	1-Jan-00	1-Jan-00
17735	STANDARD	AMERICAN IRONHORSE	LEGEND SC	MC	2005	1822	0	1-Jan-00	1-Jan-00
17736	STANDARD	AMERICAN IRONHORSE	LEGEND SC	MC	2006	1819	1	1-Jan-00	1-Jan-00
17737	STANDARD	AMERICAN IRONHORSE	LEGEND SC	MC	2007	1819	1	1-Jan-00	1-Jan-00
17738	STANDARD	AMERICAN IRONHORSE	LONE STAR	MC	2005	1762	0	1-Jan-00	1-Jan-00
17739	STANDARD	AMERICAN IRONHORSE	LSC LS	MC	2004	1819	1	1-Jan-00	1-Jan-00
17740	STANDARD	AMERICAN IRONHORSE	LSC TH	MC	2005	1822	1	1-Jan-00	1-Jan-00
17741	STANDARD	AMERICAN IRONHORSE	LSC TH	MC	2006	1819	1	1-Jan-00	1-Jan-00
17742	STANDARD	AMERICAN IRONHORSE	LSC TH	MC	2007	1819	1	1-Jan-00	1-Jan-00
17743	STANDARD	AMERICAN IRONHORSE	OUTLAW	MC	2004	1819	0	1-Jan-00	1-Jan-00
17744	STANDARD	AMERICAN IRONHORSE	OUTLAW	MC	2007	1819	1	1-Jan-00	1-Jan-00
17745	STANDARD	AMERICAN IRONHORSE	OUTLAW SY	MC	2006	1819	1	1-Jan-00	1-Jan-00
17746	STANDARD	AMERICAN IRONHORSE	RECONSTRUCTED	MC	2012	1800	1	1-Jan-00	1-Jan-00
17747	STANDARD	AMERICAN IRONHORSE	SLAMMER	MC	2005	1822	0	1-Jan-00	1-Jan-00
17748	STANDARD	AMERICAN IRONHORSE	SLAMMER	MC	2007	1822	1	1-Jan-00	1-Jan-00
17749	STANDARD	AMERICAN IRONHORSE	SLAMMER SZ	MC	2005	1822	1	1-Jan-00	1-Jan-00
17750	STANDARD	AMERICAN IRONHORSE	SLAMMER SZ	MC	2006	1822	1	1-Jan-00	1-Jan-00
17751	STANDARD	AMERICAN IRONHORSE	TEJAS SJ	MC	2006	1819	1	1-Jan-00	1-Jan-00
17752	STANDARD	AMERICAN IRONHORSE	TEJAS SJ	MC	2007	1819	1	1-Jan-00	1-Jan-00
17753	STANDARD	AMERICAN IRONHORSE	TEXAS CHOPPER	MC	2004	1819	0	1-Jan-00	1-Jan-00
17754	STANDARD	AMERICAN IRONHORSE	TEXAS CHOPPER	MC	2008	1820	1	1-Jan-00	1-Jan-00
17755	STANDARD	AMERICAN IRONHORSE	TEXAS CHOPPER TX	MC	2002	1762	0	1-Jan-00	1-Jan-00
17756	STANDARD	AMERICAN IRONHORSE	TEXAS CHOPPER TX	MC	2005	1819	0	1-Jan-00	1-Jan-00
17757	STANDARD	AMERICAN IRONHORSE	TEXAS CHOPPER TX	MC	2006	1819	1	1-Jan-00	1-Jan-00
17758	STANDARD	AMERICAN IRONHORSE	TEXAS CHOPPER TX	MC	2007	1819	1	1-Jan-00	1-Jan-00
17759	STANDARD	AMERICAN LIFAN	LF250	MC	2009	249	1	1-Jan-00	1-Jan-00
17760	STANDARD	AMERICAN LIFAN INDUSTRY	LF250	MC	2005	249	1	1-Jan-00	1-Jan-00
17761	STANDARD	AMERICAN LIFAN INDUSTRY	LF250	MC	2006	249	1	1-Jan-00	1-Jan-00
17762	STANDARD	AMERICAN MOTORCYCLE CORP	96R6	MC	2006	1573	1	1-Jan-00	1-Jan-00
17763	STANDARD	AMERICAN MOTORCYCLE CORP	FATJACK	MC	2006	1573	1	1-Jan-00	1-Jan-00
17764	STANDARD	AMERICAN MOTORCYCLE CORP	KING SCORPION	MC	2006	1573	1	1-Jan-00	1-Jan-00
17765	STANDARD	AMERICAN MOTORCYCLE CORP	PAVEMENT POUNDER	MC	2006	1573	1	1-Jan-00	1-Jan-00
17766	STANDARD	AMERICAN MOTORCYCLE CORP	S SERIES	MC	2006	1573	1	1-Jan-00	1-Jan-00
17767	STANDARD	APC MOTORCYCLE COMPANY	HIGH ROLLER 240 R.S.D.	MC	2005	1818	1	1-Jan-00	1-Jan-00
17768	STANDARD	APC MOTORCYCLE COMPANY	HUSTLER 240 R.S.D.	MC	2005	1818	1	1-Jan-00	1-Jan-00
17769	STANDARD	APC MOTORCYCLE COMPANY	WILD CARD 240 R.S.D.	MC	2005	1818	1	1-Jan-00	1-Jan-00
17770	STANDARD	APC MOTORCYCLE COMPANY	WILD CARD S 300	MC	2007	1572	1	1-Jan-00	1-Jan-00
17771	STANDARD	APOLLO CHOPPERS	APOLLO AEGIS II ST	MC	2008	1639	1	1-Jan-00	1-Jan-00
17772	STANDARD	APOLLO CHOPPERS	APOLLO AEGIS ST PROS	MC	2009	1650	1	1-Jan-00	1-Jan-00
17773	STANDARD	APRILIA	850 MANA	MC	2009	850	1	1-Jan-00	1-Jan-00
17774	STANDARD	APRILIA	DORSODURO 1200	MC	2011	1197	1	1-Jan-00	1-Jan-00
17775	STANDARD	APRILIA	DORSODURO 1200	MC	2012	1197	1	1-Jan-00	1-Jan-00
17776	STANDARD	APRILIA	DORSODURO 750	MC	2014	750	1	1-Jan-00	1-Jan-00
17777	STANDARD	APRILIA	RS50	MC	2005	50	0	1-Jan-00	1-Jan-00
17778	STANDARD	APRILIA	RSV MILLE	MC	2004	998	1	1-Mar-07	1-Mar-07
17779	STANDARD	APRILIA	RSV4	MC	2012	999	1	1-Jan-00	1-Jan-00
17780	STANDARD	APRILIA	RSV4	MC	2013	999	1	1-Jan-00	1-Jan-00
17781	STANDARD	APRILIA	RSV4 FACTORY APRC	MC	2012	999	1	1-Jan-00	1-Jan-00
17782	STANDARD	APRILIA	RSV4 FACTORY APRC ABS	MC	2014	999	1	1-Jan-00	1-Jan-00
17783	STANDARD	APRILIA	SHIVER 750	MC	2013	750	1	1-Jan-00	1-Jan-00
17784	STANDARD	APRILIA	SHIVER 750	MC	2014	750	1	1-Jan-00	1-Jan-00
17785	STANDARD	APRILIA	SHIVER 750	MC	2015	750	1	1-Jan-00	1-Jan-00
17786	STANDARD	APRILIA	SHIVER SL750	MC	2008	749	1	1-Jan-00	1-Jan-00
17787	STANDARD	APRILIA	SHIVER SL750	MC	2010	749	1	1-Jan-00	1-Jan-00
17788	STANDARD	APRILIA	SHIVER SL750	MC	2012	749	1	1-Jan-00	1-Jan-00
17789	STANDARD	APRILIA	TUONO V4 R APRC	MC	2012	999	1	1-Jan-00	1-Jan-00
17790	STANDARD	APRILIA	TUONO V4 R APRC	MC	2013	999	1	1-Jan-00	1-Jan-00
17791	STANDARD	APRILIA U.S.A	TUONO	MC	2006	998	1	1-Mar-07	1-Mar-07
17792	STANDARD	APRILIA U.S.A.	850 MANA GT	MC	2011	839	1	1-Jan-00	1-Jan-00
17793	STANDARD	APRILIA U.S.A.	CAPO NORD	MC	2006	998	1	1-Jan-00	1-Jan-00
17794	STANDARD	APRILIA U.S.A.	DORSO DORSO	MC	2010	750	1	1-Jan-00	1-Jan-00
17795	STANDARD	APRILIA U.S.A.	DURSODURO 750	MC	2011	749	1	1-Jan-00	1-Jan-00
17796	STANDARD	APRILIA U.S.A.	FALCO R	MC	2003	998	1	1-Mar-07	1-Mar-07
17797	STANDARD	APRILIA U.S.A.	MANA 850	MC	2009	839	1	1-Jan-00	1-Jan-00
17798	STANDARD	APRILIA U.S.A.	MANA 850 GT	MC	2010	839	1	1-Jan-00	1-Jan-00
17799	STANDARD	APRILIA U.S.A.	MOJITO 150	MC	2009	150	1	1-Jan-00	1-Jan-00
17800	STANDARD	APRILIA U.S.A.	RS 125	MC	2009	125	1	1-Jan-00	1-Jan-00
17801	STANDARD	APRILIA U.S.A.	RS 50	MC	2004	50	1	1-Jan-00	1-Jan-00
17802	STANDARD	APRILIA U.S.A.	RST FUTURA	MC	2001	998	1	1-Mar-07	1-Mar-07
17803	STANDARD	APRILIA U.S.A.	RST FUTURA	MC	2002	998	1	1-Mar-07	1-Mar-07
17804	STANDARD	APRILIA U.S.A.	RST FUTURA	MC	2003	998	1	1-Mar-07	1-Mar-07
17805	STANDARD	APRILIA U.S.A.	RST FUTURA	MC	2004	998	1	1-Mar-07	1-Mar-07
17806	STANDARD	APRILIA U.S.A.	RSV	MC	2008	998	1	1-Mar-07	1-Mar-07
17807	STANDARD	APRILIA U.S.A.	RSV	MC	2010	998	1	1-Jan-00	1-Jan-00
17808	STANDARD	APRILIA U.S.A.	RSV	MC	2011	999	1	1-Jan-00	1-Jan-00
17809	STANDARD	APRILIA U.S.A.	RSV 1000	MC	2005	998	1	1-Jan-00	1-Jan-00
17810	STANDARD	APRILIA U.S.A.	RSV 1000 R	MC	2009	998	1	1-Jan-00	1-Jan-00
17811	STANDARD	APRILIA U.S.A.	RSV 1000 R FACTORY	MC	2009	998	1	1-Jan-00	1-Jan-00
17812	STANDARD	APRILIA U.S.A.	RSV MILLE	MC	1999	997	1	1-Mar-07	1-Mar-07
17813	STANDARD	APRILIA U.S.A.	RSV MILLE	MC	2000	997	1	1-Mar-07	1-Mar-07
17814	STANDARD	APRILIA U.S.A.	RSV MILLE	MC	2001	998	1	1-Mar-07	1-Mar-07
17815	STANDARD	APRILIA U.S.A.	RSV MILLE	MC	2002	998	1	1-Mar-07	1-Mar-07
17816	STANDARD	APRILIA U.S.A.	RSV MILLE	MC	2003	998	1	1-Mar-07	1-Mar-07
17817	STANDARD	APRILIA U.S.A.	RSV MILLE	MC	2004	998	1	1-Mar-07	1-Mar-07
17818	STANDARD	APRILIA U.S.A.	RSV MILLE R	MC	2000	997	1	1-Mar-07	1-Mar-07
17819	STANDARD	APRILIA U.S.A.	RSV MILLE R	MC	2001	998	1	1-Mar-07	1-Mar-07
17820	STANDARD	APRILIA U.S.A.	RSV MILLE R	MC	2002	998	1	1-Mar-07	1-Mar-07
17821	STANDARD	APRILIA U.S.A.	RSV MILLE R	MC	2003	998	1	1-Mar-07	1-Mar-07
17822	STANDARD	APRILIA U.S.A.	RSV R	MC	2007	998	1	1-Mar-07	1-Mar-07
17823	STANDARD	APRILIA U.S.A.	RSV R	MC	2010	999	1	1-Jan-00	1-Jan-00
17824	STANDARD	APRILIA U.S.A.	RSV R	MC	2011	999	1	1-Jan-00	1-Jan-00
17825	STANDARD	APRILIA U.S.A.	RSV1000	MC	2007	998	1	1-Mar-07	1-Mar-07
17826	STANDARD	APRILIA U.S.A.	SHIVER SL750	MC	2011	749	1	1-Jan-00	1-Jan-00
17827	STANDARD	APRILIA U.S.A.	SL 1000 FALCO	MC	2000	997	1	1-Mar-07	1-Mar-07
17828	STANDARD	APRILIA U.S.A.	SL 1000 FALCO	MC	2001	998	1	1-Mar-07	1-Mar-07
17829	STANDARD	APRILIA U.S.A.	SL 1000 FALCO	MC	2002	998	1	1-Mar-07	1-Mar-07
17830	STANDARD	APRILIA U.S.A.	SL 750 SHIVER	MC	2009	750	1	1-Jan-00	1-Jan-00
17831	STANDARD	APRILIA U.S.A.	SMV 750	MC	2009	749	1	1-Jan-00	1-Jan-00
17832	STANDARD	APRILIA U.S.A.	TUONO	MC	2003	998	1	1-Mar-07	1-Mar-07
17833	STANDARD	APRILIA U.S.A.	TUONO	MC	2004	998	1	1-Mar-07	1-Mar-07
17834	STANDARD	APRILIA U.S.A.	TUONO	MC	2008	998	1	1-Jan-00	1-Jan-00
17835	STANDARD	APRILIA U.S.A.	TUONO 1000 R	MC	2009	998	1	1-Jan-00	1-Jan-00
17836	STANDARD	APRILIA U.S.A.	TUONO 1000 R FACTORY	MC	2009	998	1	1-Jan-00	1-Jan-00
17837	STANDARD	APRILIA U.S.A.	TUONO R	MC	2003	998	1	1-Mar-07	1-Mar-07
17838	STANDARD	APRILIA U.S.A.	TUONO R	MC	2007	998	1	1-Mar-07	1-Mar-07
17839	STANDARD	ARCTIC	4X4	MC	2003	400	3785	1-Jan-00	1-Jan-00
17840	STANDARD	ARCTIC	ARCTIC	MC	2002	400	1000	1-Jan-00	1-Jan-00
17841	STANDARD	ARCTIC	CAT	MC	2000	250	0	1-Jan-00	1-Jan-00
17842	STANDARD	ARCTIC	CAT	MC	2000	500	0	1-Jan-00	1-Jan-00
17843	STANDARD	ARCTIC	CAT	MC	2003	500	0	1-Jan-00	1-Jan-00
17844	STANDARD	ARCTIC CAT	4 X 4 AUTOMATIC	MC	2000	500	0	1-Jan-00	1-Jan-00
17845	STANDARD	ARCTIC CAT	4X4	MC	2001	371	0	1-Jan-00	1-Jan-00
17846	STANDARD	ARCTIC CAT	ALL	MC	2002	493	0	1-Jan-00	1-Jan-00
17847	STANDARD	ARCTIC CAT	ARCTIC CAT	MC	1999	300	0	1-Jan-00	1-Jan-00
17848	STANDARD	ARCTIC CAT	TRV	MC	2003	500	0	1-Jan-00	1-Jan-00
17849	STANDARD	ARIEL	4G MARK 1 (CAST IRON) SQUARE FOUR 997CC	MC	1948	997	0	1-Jan-00	1-Jan-00
17850	STANDARD	ARIEL	4G MARK 1 SQUARE FOUR 997CC	MC	1949	997	0	1-Jan-00	1-Jan-00
17851	STANDARD	ARIEL	4G MARK 1 SQUARE FOUR 997CC	MC	1950	997	0	1-Jan-00	1-Jan-00
17852	STANDARD	ARIEL	4G MARK 1 SQUARE FOUR 997CC	MC	1951	997	0	1-Jan-00	1-Jan-00
17853	STANDARD	ARIEL	4G MARK 1 SQUARE FOUR 997CC	MC	1952	997	0	1-Jan-00	1-Jan-00
17854	STANDARD	ARIEL	4G MARK 1 SQUARE FOUR 997CC	MC	1953	997	0	1-Jan-00	1-Jan-00
17855	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997 PROTOTYPE	MC	1958	997	0	1-Jan-00	1-Jan-00
17856	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1952	997	0	1-Jan-00	1-Jan-00
17857	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1953	997	0	1-Jan-00	1-Jan-00
17858	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1954	997	0	1-Jan-00	1-Jan-00
17859	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1955	997	0	1-Jan-00	1-Jan-00
17860	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1956	997	0	1-Jan-00	1-Jan-00
17861	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1957	997	0	1-Jan-00	1-Jan-00
17862	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1958	997	0	1-Jan-00	1-Jan-00
17863	STANDARD	ARIEL	4G MARK 2 SQUARE FOUR 997CC	MC	1959	997	0	1-Jan-00	1-Jan-00
17864	STANDARD	ARIEL	4G SQUARE FOUR 997CC	MC	1945	997	0	1-Jan-00	1-Jan-00
17865	STANDARD	ARIEL	4G SQUARE FOUR 997CC	MC	1946	997	0	1-Jan-00	1-Jan-00
17866	STANDARD	ARIEL	4G SQUARE FOUR 997CC	MC	1947	997	0	1-Jan-00	1-Jan-00
17867	STANDARD	ARIEL	ARROW 200 TWIN 197CC	MC	1963	197	0	1-Jan-00	1-Jan-00
17868	STANDARD	ARIEL	ARROW 250 247CC	MC	1959	247	0	1-Jan-00	1-Jan-00
17869	STANDARD	ARIEL	ARROW 250 TWIN 247CC	MC	1960	247	0	1-Jan-00	1-Jan-00
17870	STANDARD	ARIEL	ARROW 250 TWIN 247CC	MC	1963	247	0	1-Jan-00	1-Jan-00
17871	STANDARD	ARIEL	ARROW SPORT 250 TWIN 247CC	MC	1960	247	0	1-Jan-00	1-Jan-00
17872	STANDARD	ARIEL	ARROW SPORT 250 TWIN 247CC	MC	1963	247	0	1-Jan-00	1-Jan-00
17873	STANDARD	ARIEL	CYCLONE 650CC TWIN	MC	1958	650	0	1-Jan-00	1-Jan-00
17874	STANDARD	ARIEL	CYCLONE 650CC TWIN	MC	1959	650	0	1-Jan-00	1-Jan-00
17875	STANDARD	ARIEL	CYCLONE TWIN 650CC	MC	1960	650	0	1-Jan-00	1-Jan-00
17876	STANDARD	ARIEL	FH 500 FIELDMASTER TWIN 500CC	MC	1955	500	0	1-Jan-00	1-Jan-00
17877	STANDARD	ARIEL	FH 500 FIELDMASTER TWIN 500CC	MC	1956	500	0	1-Jan-00	1-Jan-00
17878	STANDARD	ARIEL	FH 500 FIELDMASTER TWIN 500CC	MC	1957	500	0	1-Jan-00	1-Jan-00
17879	STANDARD	ARIEL	FH 500 FIELDMASTER TWIN 500CC	MC	1958	500	0	1-Jan-00	1-Jan-00
17880	STANDARD	ARIEL	FH 650 HUNTMASTER TWIN 646CC	MC	1959	646	0	1-Jan-00	1-Jan-00
17881	STANDARD	ARIEL	HS 500 SCRAMBLER SINGLE 497CC	MC	1954	497	0	1-Jan-00	1-Jan-00
17882	STANDARD	ARIEL	HS 500 SCRAMBLER SINGLE 497CC	MC	1955	497	0	1-Jan-00	1-Jan-00
17883	STANDARD	ARIEL	HS 500 SCRAMBLER SINGLE 497CC	MC	1956	497	0	1-Jan-00	1-Jan-00
17884	STANDARD	ARIEL	HS 500 SCRAMBLER SINGLE 497CC	MC	1957	497	0	1-Jan-00	1-Jan-00
17885	STANDARD	ARIEL	HS 500 SCRAMBLER SINGLE 497CC	MC	1958	497	0	1-Jan-00	1-Jan-00
17886	STANDARD	ARIEL	HS 500 SCRAMBLER SINGLE 497CC	MC	1959	497	0	1-Jan-00	1-Jan-00
17887	STANDARD	ARIEL	HT 500 ALL ALLOY SINGLE 497CC	MC	1954	497	0	1-Jan-00	1-Jan-00
17888	STANDARD	ARIEL	HT 500 ALL ALLOY SINGLE 497CC	MC	1955	497	0	1-Jan-00	1-Jan-00
17889	STANDARD	ARIEL	HT 500 ALL ALLOY SINGLE 497CC	MC	1956	497	0	1-Jan-00	1-Jan-00
17890	STANDARD	ARIEL	HT 500 ALL ALLOY SINGLE 497CC	MC	1957	497	0	1-Jan-00	1-Jan-00
17891	STANDARD	ARIEL	HT 500 ALL ALLOY SINGLE 497CC	MC	1958	497	0	1-Jan-00	1-Jan-00
17892	STANDARD	ARIEL	HT 500 ALL ALLOY SINGLE 497CC	MC	1959	497	0	1-Jan-00	1-Jan-00
17893	STANDARD	ARIEL	HT3 350 ALL ALLOY TRIALS SINGLE 347CC	MC	1956	347	0	1-Jan-00	1-Jan-00
17894	STANDARD	ARIEL	HT3 350 ALL ALLOY TRIALS SINGLE 347CC	MC	1957	347	0	1-Jan-00	1-Jan-00
17895	STANDARD	ARIEL	HT3 350 ALL ALLOY TRIALS SINGLE 347CC	MC	1958	347	0	1-Jan-00	1-Jan-00
17896	STANDARD	ARIEL	HT3 350 ALL ALLOY TRIALS SINGLE 347CC	MC	1959	347	0	1-Jan-00	1-Jan-00
17897	STANDARD	ARIEL	KG 500 DE LUXE TWIN 498CC	MC	1948	498	0	1-Jan-00	1-Jan-00
17898	STANDARD	ARIEL	KG 500 DE LUXE TWIN 498CC	MC	1949	498	0	1-Jan-00	1-Jan-00
17899	STANDARD	ARIEL	KG 500 DE LUXE TWIN 498CC	MC	1950	498	0	1-Jan-00	1-Jan-00
17900	STANDARD	ARIEL	KG 500 DE LUXE TWIN 498CC	MC	1951	498	0	1-Jan-00	1-Jan-00
17901	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 498CC	MC	1948	498	0	1-Jan-00	1-Jan-00
17902	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 498CC	MC	1949	498	0	1-Jan-00	1-Jan-00
17903	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 498CC	MC	1950	498	0	1-Jan-00	1-Jan-00
17904	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 498CC	MC	1951	498	0	1-Jan-00	1-Jan-00
17905	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 498CC	MC	1952	498	0	1-Jan-00	1-Jan-00
17906	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 498CC	MC	1953	498	0	1-Jan-00	1-Jan-00
17907	STANDARD	ARIEL	KH 500 FIELDMASTER TWIN 500CC	MC	1954	500	0	1-Jan-00	1-Jan-00
17908	STANDARD	ARIEL	KH 500 RED HUNTER SINGLE 498CC	MC	1954	498	0	1-Jan-00	1-Jan-00
17909	STANDARD	ARIEL	KH 500 RED HUNTER SINGLE 498CC	MC	1955	498	0	1-Jan-00	1-Jan-00
17910	STANDARD	ARIEL	KH 500 RED HUNTER SINGLE 498CC	MC	1956	498	0	1-Jan-00	1-Jan-00
17911	STANDARD	ARIEL	KH 500 RED HUNTER SINGLE 498CC	MC	1957	498	0	1-Jan-00	1-Jan-00
17912	STANDARD	ARIEL	KHA 650 HUNTMASTER TWIN 646CC	MC	1953	646	0	1-Jan-00	1-Jan-00
17913	STANDARD	ARIEL	LEADER 250 TWIN 247CC	MC	1958	247	0	1-Jan-00	1-Jan-00
17914	STANDARD	ARIEL	LEADER 250 TWIN 247CC	MC	1959	247	0	1-Jan-00	1-Jan-00
17915	STANDARD	ARIEL	LEADER 250 TWIN 247CC	MC	1960	247	0	1-Jan-00	1-Jan-00
17916	STANDARD	ARIEL	LEADER 250 TWIN 247CC	MC	1963	247	0	1-Jan-00	1-Jan-00
17917	STANDARD	ARIEL	LH 200 SINGLE 197CC	MC	1953	197	0	1-Jan-00	1-Jan-00
17918	STANDARD	ARIEL	LH 200 SINGLE 197CC	MC	1954	197	0	1-Jan-00	1-Jan-00
17919	STANDARD	ARIEL	LH 200 SINGLE 197CC	MC	1955	197	0	1-Jan-00	1-Jan-00
